name,info,imageUrl,openingHours,country,city,zipCode,address,province,lat,lon,phone,fax,email,website,facebook,google,linkedin,instagram,twitter,tags,priority,createdAt,dealerEditUrl
"Reece Belconnen",,,,"Australia","Belconnen","2617","80 Oatley Court","Australian Capital Territory","-35.2425148","149.0589356",,,,,,,,,,,,"2023-07-31T02:04:45.000Z",
"Reece Erina",,,,"Australia","Erina","2250","245 the Entrance Rd","New South Wales","-33.4343089","151.3876971",,,,,,,,,,,,"2023-07-31T02:05:52.000Z",
"Reece Burleigh Heads",,,,"Australia","Burleigh Heads","4220","15-17 Central Drive","Queensland","-28.1044154","153.4243045",,,,,,,,,,,,"2023-08-01T01:14:04.000Z",
"Reece Bathroom Life Bundall",,,,"Australia","Bundall","4217","96 Upton Street","Queensland","-28.0035296","153.4108808",,,,,,,,,,,,"2023-08-01T02:11:06.000Z",
"Reece North Lakes",,,,"Australia","Morayfield","4506","250 Morayfield Road","Queensland","-27.1114629","152.9499222",,,,,,,,,,,,"2023-08-02T03:40:26.000Z",
"Reece Maroochydore",,,,"Australia","Maroochydore","4558","8 Glen Kyle Drive","Queensland","-26.6732159","153.0930929",,,,,,,,,,,,"2023-08-02T04:00:17.000Z",
"Reece Bowral",,,,"Australia","Bowral","2576","87-91 Kirkham Road","New South Wales","-34.4817226","150.4128571",,,,,,,,,,,,"2023-08-03T00:03:19.000Z",
"Reece Bathroom Life Norwood",,,,"Australia","Norwood","5067","31 the Parade","South Australia","-34.9212865","138.6265934",,,,,,,,,,,,"2023-08-03T00:13:32.000Z",
"Reece Stepney",,,,"Australia","Stepney","5069","75 Nelson Street Stepney","South Australia","-34.9107989","138.6297101",,,,,,,,,,,,"2023-08-10T01:50:33.000Z",
"Reece Launceston",,,,"Australia","Launceston","7250","Cnr Goodman Crt & Invermay Rd Launceston","Tasmania","-41.4132319","147.1344989",,,,,,,,,,,,"2023-08-16T04:12:40.000Z",
"Reece Enoggera",,,,"Australia","Enoggera","4051","90 Pickering Street","Queensland","-27.4199476","152.9936955",,,,,,,,,,,,"2023-08-28T10:26:39.000Z",
"Reece Underwood",,,,"Australia","Underwood","4119","40 Compton Road","Queensland","-27.6201568","153.1125546",,,,,,,,,,,,"2023-08-28T10:32:25.000Z",
"Reece Bathroom Life Bundal",,,,"Australia","Bundall","4217","96 Upton Street","Queensland","-28.0035296","153.4108808",,,,,,,,,,,,"2023-08-28T10:34:37.000Z",
"Reece Plumbing Labrador",,,,"Australia","Biggera Waters","4216","27 Gateway Drive,, Australia","Queensland","-27.9323907","153.3839568",,,,,,,,,,,,"2023-08-28T10:41:57.000Z",
"Reece Oxenford",,,,"Australia","Oxenford","4210","149 Old Pacific Highway","Queensland","-27.8881151","153.3139453",,,,,,,,,,,,"2023-08-28T10:44:27.000Z",
"Reece Port Macquarie",,,,"Australia","Port Macquarie","2444","195 Lake Road","New South Wales","-31.4482388","152.8890364",,,,,,,,,,,,"2023-08-29T09:59:10.000Z",
,,,,,,,,,"-28.8499411","153.5574205",,,,,,,,,,,,"2023-08-29T10:01:28.000Z",
"Reece Byron Bay",,,,"Australia","Byron Bay","2481","50 Centennial Cct","New South Wales","-28.6347608","153.5783518",,,,,,,,,,,,"2023-08-29T10:02:24.000Z",
"Reece Coffs Harbour",,,,"Australia","Coffs Harbour","2450","177a Orlando Street","New South Wales","-30.2867849","153.1287971",,,,,,,,,,,,"2023-08-29T10:08:00.000Z",
"Reece Morayfield",,,,"Australia","Morayfield","4506","250 Morayfield Road","Queensland","-27.1114629","152.9499222",,,,,,,,,,,,"2023-08-31T06:36:25.000Z",
"Reece Warana",,,,"Australia","Warana","4575","236 Nicklin Way","Queensland","-26.725186","153.1287511",,,,,,,,,,,,"2023-08-31T06:38:57.000Z",
"Reece - Noosaville",,,,"Australia","Noosaville","4566","6 Selkirk Drive","Queensland","-26.4124304","153.049115",,,,,,,,,,,,"2023-09-12T08:51:10.000Z",
"Reece - Capalaba",,,,"Australia","Capalaba","4157","168-170 Redland Bay Rd","Queensland","-27.5340433","153.201512",,,,,,,,,,,,"2023-09-12T08:52:50.000Z",
"Reece - Gympie",,,,"Australia","Gympie","4570","2 Clematis St","Queensland","-26.1872847","152.6558064",,,,,,,,,,,,"2023-09-12T08:54:46.000Z",
"Reece - Thornton",,,,"Australia","Thornton","2322","1 Huntingdale Drive","New South Wales","-32.7869356","151.6373236",,,,,,,,,,,,"2023-09-20T09:59:39.000Z",
"Reece - Newcastle",,,,"Australia","Islington","2296","64 Maitland Road","New South Wales","-32.9140892","151.7461811",,,,,,,,,,,,"2023-09-20T10:09:58.000Z",
"Reece - Gosford",,,,"Australia","West Gosford","2250","240 Manns Road","New South Wales","-33.417021","151.3278104",,,,,,,,,,,,"2023-09-20T10:14:25.000Z",
"Reece - Gateshead",,,,"Australia","Gateshead","2290","9 Metro Court","New South Wales","-32.9887684","151.6951303",,,,,,,,,,,,"2023-09-20T10:16:26.000Z",
"Reece - Warners Bay",,,,"Australia","Warners Bay","2282","Unit D/301 Hillsborough Road","New South Wales","-32.9617071","151.6620694",,,,,,,,,,,,"2023-09-20T10:17:39.000Z",
"Reece-Salamander Bay",,,,"Australia","Salamander Bay","2317","4 Shearwater Drive","New South Wales","-32.7528415","152.0700196",,,,,,,,,,,,"2023-09-20T10:21:10.000Z",
"Reece - Kotara",,,,"Australia","Kotara","2289","Unit 1/154 Park Avenue","New South Wales","-32.9427925","151.6969142",,,,,,,,,,,,"2023-09-20T10:25:36.000Z",
"Reece - Pymble",,,,"Australia","Pymble","2073","8 West Street","New South Wales","-33.751485","151.1433236",,,,,,,,,,,,"2023-09-21T08:11:51.000Z",
"Reece Bathroom Life - Castle Hill",,,,"Australia","Castle Hil","2154","5/7-13 Victoria Avenue","New South Wales","-33.889432","151.2357198",,,,,,,,,,,,"2023-09-21T08:22:29.000Z",
"Taren Point - Reece Bathroom Life",,,,"Australia","Carringbah","2229","224 Taren Point Road","New South Wales","-34.0301019","151.1203049",,,,,,,,,,,,"2023-09-22T03:55:10.000Z",
"Gt&B",,,,"Australia","Newtown","3220","15/17 W Fyans Street","3220","-38.1603488","144.348458",,,,,,,,,,"Showroom with Product Display",,"2023-10-12T06:05:07.000Z",
"Reece Port Adelaide",,,,"Australia","Port Adeliade","5015","51 Langham Place","South Australia","-34.852197","138.5055087",,,,,,,,,,,,"2023-10-30T00:51:24.000Z",
"Reece St Agnes",,,,"Australia","St Agnes","5097","130 Tolley Road","South Australia","-34.8298373","138.7062421",,,,,,,,,,,,"2023-10-30T00:52:21.000Z",
"Reece Adelaide",,,,"Australia","Adelaide","5000","15 Elizabeth Street","South Australia","-34.9252018","138.5911741",,,,,,,,,,,,"2023-10-30T00:54:04.000Z",
"Reece Bathroom Life Norwood",,,,"Australia","Norwood","5066","31 the Parade","South Australia","-34.9485341","138.663955",,,,,,,,,,,,"2023-10-30T00:55:25.000Z",
"Harvey Norman Maribyrnong",,,"Tuesday	9 am–5:30 pm
Wednesday 9 am–5:30 pm
Thursday	9 am–9 pm
Friday	9 am–9 pm
Saturday	9 am–5:30 pm
Sunday	10 am–5:30 pm
Monday	9 am–5:30 pm","Australia","Maribyrnong","3032","169 Rosamond Rd, Maribyrnong Vic 3032","Victoria","-37.77326499999999","144.8839527","(03) 9304 7000",,,"https://stores.harveynorman.com.au/harvey-norman-maribyrnong-vic/?utm_source=google&utm_medium=organic&utm_campaign=gmb_page",,,,,,"Showroom with Product Display",,"2024-02-20T05:21:04.000Z",
"Harvey Norman @ Domayne Alexandria",,,"Tuesday 9:30am - 6pm
Wednesday 9:30am - 6pm
Thursday 9:30am - 7pm
Friday 9:30am - 6pm
Saturday 9am - 5:30pm
Sunday 10am - 5:30pm
Monday 9:30am - 6pm","Australua","Alexandria","2015","84 O'Riordan Street Level 1","New South Wales","-33.9178101","151.1942047","(02) 8339 7000",,,"https://stores.harveynorman.com.au/harvey-norman-domayne-alexandria-nsw",,,,,,"Showroom with Product Display",,"2024-02-20T05:29:15.000Z",
"Harvey Norman Bundall",,,"Tuesday 9am - 5:30pm
Wednesday 9am - 5:30pm
Thursday 9am - 5:30pm
Friday 9am - 5:30pm
Saturday 9am - 5pm
Sunday 10am - 4pm
Monday 9am - 5:30pm","Australia","Bundall","4217","29-45 Ashmore Road","Queensland","-28.0097927","153.4071636","(07) 5584 3111",,,"https://stores.harveynorman.com.au/harvey-norman-bundall-qld",,,,,,"Showroom with Product Display",,"2024-02-20T05:31:18.000Z",
"Harvey Norman Launceston",,,"Tuesday 9am - 5:30pm
Wednesday 9am - 5:30pm
Thursday 9am - 5:30pm
Friday 9am - 5:30pm
Saturday 9am - 5pm
Sunday 10am - 5pm
Monday 9am - 5:30pm","Australia","Launceston","7250","45-59 Charles Street","Tasmania","-41.4347551","147.1350317",,,,"https://stores.harveynorman.com.au/harvey-norman-launceston-tas",,,,,,"Showroom with Product Display",,"2024-02-20T05:33:59.000Z",
"Harvey Norman Marion",,,"Tuesday 9am - 5:30pm
Wednesday 9am - 5:30pm
Thursday 9am - 5:30pm
Friday 9am - 5:30pm
Saturday 9am - 5pm
Sunday 10am - 5pm
Monday 9am - 5:30pm","Australia","Marion","5043","826 Marion Road","South Australia","-35.0118082","138.5573413","(08) 8375 7777",,,"https://stores.harveynorman.com.au/harvey-norman-marion-sa",,,,,,"Showroom with Product Display",,"2024-02-20T05:36:14.000Z",
"Harvey Norman Cannington",,,"Tuesday 9am - 5:30pm
Wednesday 9am - 5:30pm
Thursday 9am - 5:30pm
Friday 9am - 5:30pm
Saturday 9am - 5pm
Sunday 10am - 5pm
Monday 9am - 5:30pm","Australia","Cannington","6107","1363 Albany Highway","Western Australia","-32.0200177","115.9351585","(08) 9311 1100",,,"https://stores.harveynorman.com.au/harvey-norman-cannington",,,,,,"Showroom with Product Display",,"2024-02-20T05:38:52.000Z",
"Harvey Norman Fyshwick",,,"Monday 9 am–5:30 pm
Tuesday 9 am–5:30 pm
Wednesday 9 am–5:30 pm
Thursday 9 am–5:30 pm
Friday 9 am–5:30 pm
Saturday 9 am–5 pm
Sunday 10 am–5 pm","Australia","Fyshwick","2609","Cnr Barrier & Ipswich Sts, Fyshwick, Act 2609 Warehouse - Wollongong St","Australian Capital Territory","-35.3233205","149.1693652","02-6202-2000",,,,,,,,,"Showroom with Product Display",,"2024-03-20T09:31:31.000Z",
"Harvey Norman Fyshwick",,,,,"Fyshwick","2609","Cnr Barrier & Ipswich Sts","Australian Capital Territory","-35.3233205","149.1693652","02-6202-2000",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman @ Domanye Fyshwick",,,,,"Fyshwick 2609","2609","80 Collie St","Australian Capital Territory","-35.3306626","149.1799068","02-6126-2500",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Auburn",,,,,"Auburn","2144","250 Parramatta Rd","New South Wales","-33.8405224","151.0327624","02-9202-4888",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman @ Domanye Auburn",,,,,"Auburn","2144","103 Parramatta Rd","New South Wales","-33.8443246","151.0414757","02-8748-4200",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Balgowlah",,,,,"Balgowlah","2093","176-190 Condamine St","New South Wales","-33.7889955","151.2664429","02-9949-0100",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman @ Domanye Belrose",,,,,"Belrose","2085","4-6 Niangala Close","New South Wales","-33.7038889","151.2130023","02-9479-8800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Blacktown",,,,,"Blacktown","2148","Cnr Blacktown & Bundarribee Rds","New South Wales","-33.7660982","150.9126927","02-8822-8400",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Bondi Junction",,,,,"Bondi Junction","2022","Shop 5016 - 5017, Westfield Shoppingtown","New South Wales","-33.8928168","151.2551822","02-8305-8800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Broadway",,,,,"Alexandria","2015","Shop 119, Brdway Shopping Centre","New South Wales","-33.8837417","151.194767","02-9219-5218",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Campbelltown",,,,,"Campbelltown","2560","22a Blaxland Rd","New South Wales","-34.0579302","150.8182366","02-4621-5200",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Caringbah",,,,,"Taren Poin","2229","41-49 Willarong Rd","New South Wales","-34.0294563","151.1212476","02-9589-8812",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Castle Hill",,,,,"Castle Hill","2154","Cnr Showground Rd & Victoria Ave","New South Wales","-33.7264817","150.9904056","02-9840-8800",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Gordon",,,,,"Gordon","2072","1st Floor, 802-808 Pacific Hwy","New South Wales","-33.7550876","151.1519557","02-9496-9221",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Erina",,,,,"Erina","2250","Harvey Norman Shopping Complex, Karalta Lane","New South Wales","-33.4368825","151.3863509","02-4365-9500",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Hornsby",,,,,"Hornsby","2077","Westfield Hornsby, Cnr Florence & Muriel Lane","New South Wales","-33.7036208","151.1020928","02-9457-4400",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman @ Domanye Gosford",,,,,"West Gosford","2250","400 Manns Rd","New South Wales","-33.4266158","151.3194718","02-4337-4800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Liverpool",,,,,"Liverpool","2170","Liverpool Mega Centre, 2-18 Orangegrove Rd","New South Wales","-33.9075901","150.9199196","02-9600-3333",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Mcgraths Hill",,,,,"Mcgraths Hill","2756","Shop 6, 264-272 Windsor Rd","New South Wales","-33.6281869","150.8383494","02-4587-6800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Moore Park",,,,,"Moore Park","2021","North Supacenta, Cnr South Dowling St & Dacey Ave","New South Wales","-33.9030724","151.2150253","02-9662-9888",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman @ Domanye North Ryde",,,,,"North Ryde","2113","31-35 Epping Rd, North Ryde","New South Wales","-33.7920728","151.1327142","02-9888-8888",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Penrith",,,,,"Penrith","2750","Cnr Mulgoa Rd & Wolseley Sts","New South Wales","-33.7716731","150.6723504","02-4737-5111",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Albury",,,,,"Albury","2640","Unit 7/94 Borella Rd","New South Wales","-36.0753839","146.9450878","02-6023-0800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Armidale",,,,,"Armidale","2320","Shop 8, Girraween Shopping Ctr, Queen Elizabeth Dr","New South Wales","-30.5022","151.6473311","02-6771-0800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Ballina",,,,,"Ballina","2478","26 Boeing Avenue","New South Wales","-28.8452057","153.5583886","02-6620-5300",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Bathurst",,,,,"Bathurst","2795","Cnr Sydney Rd & Ashworth Drv","New South Wales","-33.4212873","149.6351819","02-6332-8800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Coffs Harbour",,,,,"Coffs Harbour","2450","252 Pacific Hwy","New South Wales","-30.2813189","153.1289811","02-6653-0300",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Dubbo",,,,,"Dubbo","2830","223 Cobra St","New South Wales","-32.2569086","148.6226984","02-6826-8800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Forster",,,,,"Forster","2428","29 Breese Pde","New South Wales","-32.1998108","152.523808","02-6554-5700",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Goulburn",,,,,"Goulburn","2580","180-186 Auburn St","New South Wales","-34.75466180000001","149.7178547","02-4824-3000",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Grafton",,,,,"Grafton","2460","125 Prince St","New South Wales","-29.6875341","152.9348427","02-6640-1500",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Griffith",,,,,"Griffith","2680","Cnr Willandra & Jondaryan Ave","New South Wales","-34.2934628","146.0417123","02-6961-0300",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harevy Norman @ Domanye Kotara",,,,,"Kotara","2289","18 Bradford Close","New South Wales","-32.9381417","151.7086683","02-4941-3900",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Lakehaven",,,,,"Lakehaven","2263","59-83 Pacific Hwy","New South Wales","-33.2428302","151.5019157","02-4394-6000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Lismore",,,,,"Lismore","2480","17 Zadoc St","New South Wales","-28.805982","153.2795923","02-6623-1400",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Lithgow",,,,,"Lithgow","2790","175 Main St","New South Wales","-33.4823641","150.1547083","02-6351-2321",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Maitland",,,,,"Rutherford","2320","Unit 1, 366 New England Hwy","New South Wales","-32.7103567","151.5094068","02-4932-2800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Newcastle",,,,,"Bennetts Green","2290","7 Abdon Close","New South Wales","-32.9942474","151.6889652","02-4944-5000",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Nowra",,,,,"South Nowra","2540","Cnr Central Ave & Princess Hwy","New South Wales","-34.9137979","150.5985224","02-4421-1300",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Orange",,,,,"Orange","2800","Unit 1 Orange Grove Homemakers Centre","New South Wales","-33.2792017","149.0582632","02-6393-2222",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Port Macquarie",,,,,"Port Macquarie","2444","160-174 Hastings River Drv","New South Wales","-31.426679","152.8766256","02-6580-0000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Port Stephens",,,,,"Taylors Beach","2316","Port Stephens Homemaker Centre, Shop 1/60 Port Stephens Drive","New South Wales","-32.7551241","152.0705346","02-4919-3100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Tamworth",,,,,"Tamworth","2340","43 the Ringers Rd","New South Wales","-31.1289749","150.9200987","02-6765-1100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Tura Beach",,,,,"Tura Beach","2548","1 Tura Beach Drive","New South Wales","-36.8622002","149.9137082","02-6497-4100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Tweed Heads",,,,,"Tweed Heads","2486","29-41 Greenway Drv","New South Wales","-28.2051695","153.5362661","07-5524-0103",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Wagga Wagga",,,,,"Wagga Wagga","2650","7-23 Hammond Ave","New South Wales","-35.119225","147.3805326","02-6933-7000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Warrawong",,,,,"Warrawong","2650","157-161 King St","New South Wales","-34.4846129","150.8804891","02-4223-8800",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Alice Springs",,,,,"Alice Springs","0870","1 Colson St","Northern Territory","-23.6959573","133.877321","08-8950-4000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Darwin",,,,,"Berrimah","0828","644 Stuart Hwy","Northern Territory","-12.4327189","130.9184455","08-8922-4111",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Aspley",,,,,"Aspley","4034","1411-1419 Gympie Rd","Queensland","-27.3596618","153.0171932","07-3834-1100",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Booval",,,,,"Booval","4304","214 Brisbane Road","Queensland","-27.6111935","152.7972475","07-3280-7400",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Browns Plains",,,,,"Browns Plains","4113","18 Commerce Drv","Queensland","-27.6655679","153.0449771","07-3380-0600",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman @domanye Bundall",,,,,"Bundall","4217","29-45 Ashmore Rd","Queensland","-28.0097927","153.4071636","07-5553-2100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Burleigh Waters",,,,,"Burleigh Waters","4220","1 Santa Maria Crt","Queensland","-28.0760907","153.423256","07-5586-2000",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Capalaba",,,,,"Capalaba","4157","38-62 Moreton Bay Rd","Queensland","-27.5229561","153.1946142","07-3362-6244",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Carindale",,,,,"Carindale","4152","Shop 1 Homemaker Ctr, Cnr Carindale St & Old Cleveland Rd","Queensland","-27.5198367","153.1125044","07-3398-0600",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Everton Park",,,,,"Everton Park","4053","429 South Pine Rd","Queensland","-27.4094253","152.9932357","07-3550-4444",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Fortitude Valley",,,,,"Fortitude Valley","4006","Shop 1, Homemaker Centre","Queensland","-27.457826","153.0356579","07-3620-6600",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Garden City",,,,,"Upper Mount Gravatt","4122","Shop 2135, 2049 Logan Rd","Queensland","-27.564135","153.0836617","07-3347-7000",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Loganholme",,,,,"Loganholme","4129","3878-3892 Pacific Hwy","Queensland","-27.6640967","153.1744802","07-3440-9200",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Maryborough",,,,,"Maryborough","4650","72-74 Bazaar St","Queensland","-25.542411","152.6993009","07-4120-2100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Oxley",,,,,"Oxley","4075","2098 Ipswich Rd","Queensland","-27.566246","152.9857862","07-3332-1121",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Rothwell",,,,,"Rothwell","4022","Unit 1, 439-443 Anzac Ave","Queensland","-27.2190319","153.0656945","07-3897-8840",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Bundaberg",,,,,"Bundaberg","4670","125 Takalvan St","Queensland","-24.8904471","152.3175573","07-4154-5041",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Cairns",,,,,"Cairns","4870","101 Spence St","Queensland","-16.9291106","145.7719599","07-4050-0300",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Cannonvale",,,,,"Cannonvale","4802","Shop B2 Centro Whitsunday, 8 Galbraith Drv","Queensland","-20.2771336","148.6964349","07-4969-8800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman @joyce Mayne Chancellor Park",,,,,"Sippy Downs","4556","Showroom 2/30 Chancellor Village Blv","Queensland","-26.7187557","153.047821","07-5477-2201",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Dalby",,,,,"Dalby","4405","49 Patrick St","Queensland","-27.1808526","151.2660102","07-4672-4444",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Emerald",,,,,"Emerald","4720","21 Ballard Street","Queensland","-23.5666751","148.1683816","07-4986-8100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Gladstone",,,,,"Gladstone","4680","Shop 1b, Centro Centre, 220 Dawson Hwy","Queensland","-23.8771511","151.226956","07-4971-5000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Hervey Bay",,,,,"Hervey Bay","4655","33-45 Maryborough Rd","Queensland","-25.2881539","152.7676633","07-4120-1100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Innisfail",,,,,"Innisfail","4860","57 Ernest St","Queensland","-17.5251667","146.0285691","07-4063-5200",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Mackay",,,,,"Mackay","4740","Cnr Bruce Hwy & Heath'S Rd","Queensland","-21.1418611","149.1707025","07-4951-8800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Maroochydore",,,,,"Maroochydore","4558","11-55 Maroochy Boulevard","Queensland","-26.6602963","153.0837537","07-5452-1500",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Joyce Mayne Maroochydore",,,,,"Maroochydore","4558","Tenancy 15, 11-55 Maroochy Bvd","Queensland","-26.6602963","153.0837537","07-5475-1821",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Morayfield",,,,,"Morayfield","4506","Lot 8, Cnr Station & Morayfield Rd","Queensland","-27.1053809","152.9476706","07-5428-8000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Rockhampton",,,,,"Rockhampton","4700","396 - 398 Yaamba Rd","Queensland","-23.3444006","150.5224188","07-4923-5000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Toowoomba",,,,,"Toowoomba","4350","910-932 Ruthven St, Qld 4350","Queensland","-27.597042","151.947754","07-4636-7308",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Townsville",,,,,"Garbutt","4814","103-142 Duckworth St","Queensland","-19.2777134","146.756478","07-4775-8800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Warwick Qld",,,,,"Warwick","4370","Cnr Palmerin & Victoria Sts","Queensland","-28.2137979","152.0306591","07-4666-9000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman City Cross",,,,,"Adelaide","5000","L1, 50 City Cross Arcade","South Australia","-34.9239441","138.6009838","08-8168 8800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Gepps Cross",,,,,"Enfield","5085","750 Main North Rd","South Australia","-34.8394853","138.6054999","08-8342-8888",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Mt Barker",,,,,"Mt Barker","5251","6 Dutton Rd, Adelaide Hills Homemaker Centre","South Australia","-35.0676401","138.8655266","08-8393-0800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Munno Para",,,,,"Smithfield","5114","Lot 2005 Main North Rd","South Australia","-34.6891583","138.6880678","08-8254-0700",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Noarlunga",,,,,"Noarlunga","5168","3/2 Seaman Drv","South Australia","-35.1402664","138.5023679","08-8329-5400",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Port Lincoln",,,,,"Port Lincoln","5606","Crn Verran Terrace & St Andrews Terrace","South Australia","-34.7353895","135.8546276","08-8683-7700",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
